Year,Max
1998.928767,33.6
1998.931507,31.6
1998.934247,25
1998.936986,26.1
1998.939726,28.6
1998.942466,31.7
1998.945205,31.9
1998.947945,32
1998.950685,32.9
1998.953425,33.3
1998.956164,31.8
1998.958904,33.5
1998.961644,31.7
1998.964384,32.1
1998.967123,32.4
1998.969863,32.4
1998.972603,31.8
1998.975342,32.8
1998.978082,30.6
1998.980822,31.9
1998.983562,31
1998.986301,31.2
1998.989041,31.4
1998.991781,28.9
1998.994521,32.4
1998.99726,31.9
1999,32.1
1999.00274,31.9
1999.005479,32.9
1999.008219,32.7
1999.010959,32.2
1999.013699,30.6
1999.016438,31.4
1999.019178,28.5
1999.021918,30.9
1999.024658,30.4
1999.027397,31.5
1999.030137,30
1999.032877,30.6
1999.035616,30.8
1999.038356,30.3
1999.041096,27.3
1999.043836,31
1999.046575,31.4
1999.049315,30.8
1999.052055,29.4
1999.054795,32.5
1999.057534,32.2
1999.060274,32.1
1999.063014,32.6
1999.065753,33
1999.068493,32.5
1999.071233,32.8
1999.073973,32.1
1999.076712,32.9
1999.079452,31.8
1999.082192,29.9
1999.084932,29.1
1999.087671,30.8
1999.090411,30.3
1999.093151,31
1999.09589,31.9
1999.09863,29.6
1999.10137,27.9
1999.10411,28.3
1999.106849,29.2
1999.109589,31
1999.112329,31.2
1999.115068,32.4
1999.117808,31.4
1999.120548,29.1
1999.123288,29.5
1999.126027,29.4
1999.128767,31
1999.131507,29.4
1999.134247,28.7
1999.136986,31.1
1999.139726,31.5
1999.142466,32
1999.145205,30.9
1999.147945,31.2
1999.150685,31.4
1999.153425,28.8
1999.156164,27.8
1999.158904,33.1
1999.161644,32.3
1999.164384,31.6
1999.167123,32.7
1999.169863,32.4
1999.172603,32.2
1999.175342,31.3
1999.178082,31.8
1999.180822,31.6
1999.183562,32.3
1999.186301,32.1
1999.189041,30.3
1999.191781,30.6
1999.194521,30.4
1999.19726,29.8
1999.2,31.6
1999.20274,30.5
1999.205479,27.2
1999.208219,30.8
1999.210959,30.9
1999.213699,32.3
1999.216438,31.9
1999.219178,33.8
1999.221918,32.4
1999.224658,31.7
1999.227397,32.3
1999.230137,32.5
1999.232877,33.3
1999.235616,30.2
1999.238356,31.2
1999.241096,32.6
1999.243836,30.5
1999.246575,30.2
1999.249315,30.7
1999.252055,29.3
1999.254795,31.8
1999.257534,32.1
1999.260274,32.9
1999.263014,31.3
1999.265753,28.9
1999.268493,31.4
1999.271233,33
1999.273973,32.8
1999.276712,32.8
1999.279452,33.8
1999.282192,33.8
1999.284932,34.2
1999.287671,34.2
1999.290411,33.9
1999.293151,33.8
1999.29589,33.9
1999.29863,33.6
1999.30137,33.6
1999.30411,32.5
1999.306849,30.6
1999.309589,31.3
1999.312329,29.6
1999.315068,31.7
1999.317808,30.6
1999.320548,31.3
1999.323288,31.4
1999.326027,29.8
1999.328767,28.4
1999.331507,28.2
1999.334247,30.2
1999.336986,32
1999.339726,31.1
1999.342466,32.1
1999.345205,32
1999.347945,32.4
1999.350685,31.7
1999.353425,30.9
1999.356164,30.4
1999.358904,31.2
1999.361644,31.1
1999.364384,31.7
1999.367123,30.5
1999.369863,31.6
1999.372603,32.9
1999.375342,32.7
1999.378082,33.1
1999.380822,31
1999.383562,31.6
1999.386301,30.7
1999.389041,30.7
1999.391781,32
1999.394521,31.9
1999.39726,32.3
1999.4,32.4
1999.40274,31.8
1999.405479,30.1
1999.408219,31.9
1999.410959,33.6
1999.413699,33.8
1999.416438,32.8
1999.419178,32.3
1999.421918,31.5
1999.424658,31.7
1999.427397,30.6
1999.430137,30.8
1999.432877,31.1
1999.435616,32.4
1999.438356,32.3
1999.441096,31.3
1999.443836,31.6
1999.446575,33.4
1999.449315,32.1
1999.452055,32.2
1999.454795,31.7
1999.457534,31.8
1999.460274,32.3
1999.463014,32.3
1999.465753,31.8
1999.468493,31.4
1999.471233,29.5
1999.473973,29.6
1999.476712,30
1999.479452,29
1999.482192,29.2
1999.484932,29.2
1999.487671,28.8
1999.490411,30.4
1999.493151,31.5
1999.49589,30.1
1999.49863,29.1
1999.50137,29.3
1999.50411,30.1
1999.506849,31
1999.509589,31.3
1999.512329,30
1999.515068,30.4
1999.517808,31
1999.520548,32.8
1999.523288,32.2
1999.526027,32
1999.528767,30.8
1999.531507,29.9
1999.534247,30.6
1999.536986,31.1
1999.539726,30
1999.542466,29.3
1999.545205,29.4
1999.547945,32.1
1999.550685,31.8
1999.553425,31.2
1999.556164,29.6
1999.558904,29.2
1999.561644,29.8
1999.564384,29.8
1999.567123,29
1999.569863,28.7
1999.572603,30
1999.575342,32.2
1999.578082,33.3
1999.580822,33.1
1999.583562,32.5
1999.586301,31.9
1999.589041,33.1
1999.591781,32.9
1999.594521,32.9
1999.59726,30.9
1999.6,32.3
1999.60274,29.8
1999.605479,32.9
1999.608219,33.6
1999.610959,33.9
1999.613699,32.4
1999.616438,32.6
1999.619178,29.8
1999.621918,30
1999.624658,30.9
1999.627397,31.7
1999.630137,30.7
1999.632877,31.1
1999.635616,31.5
1999.638356,31.1
1999.641096,31.9
1999.643836,32.2
1999.646575,30
1999.649315,31.2
1999.652055,30.9
1999.654795,32.3
1999.657534,32
1999.660274,30.8
1999.663014,30.6
1999.665753,30.1
1999.668493,30.4
1999.671233,31
1999.673973,31.5
1999.676712,32.3
1999.679452,31.8
1999.682192,33.9
1999.684932,32.8
1999.687671,32.7
1999.690411,32.4
1999.693151,31.4
1999.69589,32.6
1999.69863,32.3
1999.70137,32.9
1999.70411,31.5
1999.706849,32.4
1999.709589,31.8
1999.712329,33.7
1999.715068,33.6
1999.717808,33
1999.720548,33.6
1999.723288,35.1
1999.726027,33.9
1999.728767,34.2
1999.731507,34.8
1999.734247,35.5
1999.736986,35.7
1999.739726,36
1999.742466,35.3
1999.745205,34.7
1999.747945,32.7
1999.750685,32.7
1999.753425,32.3
1999.756164,33.2
1999.758904,33.7
1999.761644,33.4
1999.764384,32.6
1999.767123,34.3
1999.769863,34.6
1999.772603,33.8
1999.775342,33.8
1999.778082,35.5
1999.780822,34.7
1999.783562,30.8
1999.786301,33.1
1999.789041,32.8
1999.791781,32.7
1999.794521,34
1999.79726,31.7
1999.8,31.7
1999.80274,34.2
1999.805479,31.8
1999.808219,31.2
1999.810959,32.6
1999.813699,32.8
1999.816438,32.8
1999.819178,31.1
1999.821918,33
1999.824658,32.7
1999.827397,33.3
1999.830137,32.7
1999.832877,33.1
1999.835616,29.7
1999.838356,32.6
1999.841096,32.4
1999.843836,33.1
1999.846575,33
1999.849315,32.9
1999.852055,33.3
1999.854795,33.5
1999.857534,33.5
1999.860274,32.7
1999.863014,34.2
1999.865753,33.4
1999.868493,33.6
1999.871233,32.8
1999.873973,33.6
1999.876712,33
1999.879452,33.7
1999.882192,34.7
1999.884932,30.6
1999.887671,31.4
1999.890411,32.8
1999.893151,31.3
1999.89589,31.7
1999.89863,32.5
1999.90137,32.2
1999.90411,34.9
1999.906849,30.6
1999.909589,34.3
1999.912329,34.3
1999.915068,33.5
1999.917808,33.8
1999.920548,33.3
1999.923288,33.7
1999.926027,34.5
1999.928767,34.8
1999.931507,32.8
1999.934247,34.1
1999.936986,34
1999.939726,34.8
1999.942466,31.6
1999.945205,33.2
1999.947945,33.2
1999.950685,31.9
1999.953425,33.6
1999.956164,33.5
1999.958904,31.8
1999.961644,32.9
1999.964384,33.1
1999.967123,32.4
1999.969863,33.4
1999.972603,33.7
1999.975342,30.5
1999.978082,31.4
1999.980822,31.9
1999.983562,32.4
1999.986301,31.6
1999.989041,32.5
1999.991781,30.1
1999.994521,28.5
1999.99726,33
2000,32
2000.002732,31.6
2000.005464,30.3
2000.008197,33.3
2000.010929,33.4
2000.013661,32.1
2000.016393,32.3
2000.019126,31.7
2000.021858,32.5
2000.02459,32.2
2000.027322,31.2
2000.030055,32.3
2000.032787,32.7
2000.035519,31.5
2000.038251,29.1
2000.040984,30.4
2000.043716,32.8
2000.046448,32.1
2000.04918,32.8
2000.051913,30.8
2000.054645,28.8
2000.057377,28.3
2000.060109,28.2
2000.062842,29
2000.065574,29
2000.068306,31.6
2000.071038,32.4
2000.07377,32.8
2000.076503,32.7
2000.079235,32.5
2000.081967,32.5
2000.084699,32.8
2000.087432,33.2
2000.090164,34
2000.092896,31
2000.095628,32.4
2000.098361,32.7
2000.101093,31.5
2000.103825,28.6
2000.106557,31.5
2000.10929,31.1
2000.112022,31.2
2000.114754,30.3
2000.117486,31.1
2000.120219,29.6
2000.122951,29.7
2000.125683,29.2
2000.128415,28.4
2000.131148,31.3
2000.13388,31.5
2000.136612,31.6
2000.139344,32.5
2000.142077,31.9
2000.144809,31.5
2000.147541,30.2
2000.150273,31.2
2000.153005,29.8
2000.155738,28
2000.15847,29
2000.161202,29.3
2000.163934,29.3
2000.166667,27.2
2000.169399,28.3
2000.172131,27.6
2000.174863,30.9
2000.177596,32.7
2000.180328,30.6
2000.18306,30.4
2000.185792,30.4
2000.188525,30
2000.191257,31
2000.193989,31.6
2000.196721,29.9
2000.199454,29.6
2000.202186,30
2000.204918,31.6
2000.20765,33
2000.210383,32.2
2000.213115,32.4
2000.215847,29.1
2000.218579,31.8
2000.221311,31.6
2000.224044,32
2000.226776,32.2
2000.229508,31.5
2000.23224,32.6
2000.234973,31.3
2000.237705,32.3
2000.240437,32.7
2000.243169,32.9
2000.245902,31.4
2000.248634,32
2000.251366,32
2000.254098,32.2
2000.256831,32.4
2000.259563,30.9
2000.262295,29.6
2000.265027,30.6
2000.26776,31.2
2000.270492,31.6
2000.273224,29.6
2000.275956,31.8
2000.278689,32.9
2000.281421,32
2000.284153,32.1
2000.286885,32.5
2000.289617,33.3
2000.29235,29.8
2000.295082,31.7
2000.297814,29
2000.300546,32.6
2000.303279,32.6
2000.306011,32.3
2000.308743,31.5
2000.311475,30.3
2000.314208,30.8
2000.31694,29.3
2000.319672,32
2000.322404,32.3
2000.325137,32.3
2000.327869,32.9
2000.330601,32.8
2000.333333,30.2
2000.336066,31.1
2000.338798,30.1
2000.34153,30.7
2000.344262,30
2000.346995,31
2000.349727,31.8
2000.352459,31.6
2000.355191,32.6
2000.357923,32
2000.360656,31.4
2000.363388,32.7
2000.36612,32.9
2000.368852,32.4
2000.371585,31.2
2000.374317,30.9
2000.377049,31.1
2000.379781,31.3
2000.382514,32
2000.385246,31.9
2000.387978,32
2000.39071,32.4
2000.393443,32.3
2000.396175,33.1
2000.398907,32.2
2000.401639,33.3
2000.404372,31.5
2000.407104,27.2
2000.409836,28.1
2000.412568,27.7
2000.415301,26.9
2000.418033,26.3
2000.420765,25.4
2000.423497,27.2
2000.42623,29.1
2000.428962,28.7
2000.431694,30.6
2000.434426,29
2000.437158,28.7
2000.439891,27.9
2000.442623,26.7
2000.445355,26.1
2000.448087,26.6
2000.45082,28.7
2000.453552,29
2000.456284,29.7
2000.459016,30.4
2000.461749,30.5
2000.464481,30.9
2000.467213,31.1
2000.469945,32.4
2000.472678,32.8
2000.47541,32
2000.478142,31.3
2000.480874,31.3
2000.483607,30.7
2000.486339,29.7
2000.489071,29.2
2000.491803,30.6
2000.494536,27.4
2000.497268,28.9
2000.5,29.1
2000.502732,31.5
2000.505464,31.9
2000.508197,31.2
2000.510929,31.3
2000.513661,29.8
2000.516393,28.5
2000.519126,28.6
2000.521858,29.7
2000.52459,30.9
2000.527322,31.2
2000.530055,31
2000.532787,31.1
2000.535519,32.2
2000.538251,31.1
2000.540984,29.9
2000.543716,31
2000.546448,30.5
2000.54918,30.3
2000.551913,31.8
2000.554645,29.1
2000.557377,30.9
2000.560109,31.5
2000.562842,32.4
2000.565574,29.8
2000.568306,28.8
2000.571038,27.9
2000.57377,29.5
2000.576503,31.4
2000.579235,31.5
2000.581967,32.6
2000.584699,32.3
2000.587432,32.7
2000.590164,32.8
2000.592896,31.9
2000.595628,31.2
2000.598361,31
2000.601093,31.9
2000.603825,30.9
2000.606557,31.8
2000.60929,31.9
2000.612022,32.3
2000.614754,32.6
2000.617486,33
2000.620219,32.8
2000.622951,30.4
2000.625683,30.2
2000.628415,30.3
2000.631148,30.4
2000.63388,30.6
2000.636612,31.5
2000.639344,31.4
2000.642077,31.7
2000.644809,35.3
2000.647541,32.6
2000.650273,30.7
2000.653005,31.7
2000.655738,31.1
2000.65847,31.6
2000.661202,32.1
2000.663934,32.3
2000.666667,32.4
2000.669399,31.3
2000.672131,32.8
2000.674863,35.3
2000.677596,32.3
2000.680328,31.1
2000.68306,32.7
2000.685792,32.5
2000.688525,33.2
2000.691257,35.3
2000.693989,35.9
2000.696721,34.4
2000.699454,34.4
2000.702186,33.8
2000.704918,35.7
2000.70765,33.6
2000.710383,35.6
2000.713115,34
2000.715847,33.4
2000.718579,31.6
2000.721311,32.1
2000.724044,34.9
2000.726776,32.8
2000.729508,32.2
2000.73224,31.9
2000.734973,32.3
2000.737705,32.5
2000.740437,31.8
2000.743169,32.8
2000.745902,33.2
2000.748634,33.1
2000.751366,33.2
2000.754098,33.4
2000.756831,32.3
2000.759563,34.3
2000.762295,35
2000.765027,33.4
2000.76776,33.5
2000.770492,33.4
2000.773224,33.5
2000.775956,32.9
2000.778689,33.8
2000.781421,34.8
2000.784153,35.8
2000.786885,31.4
2000.789617,32
2000.79235,32.9
2000.795082,32.5
2000.797814,33.5
2000.800546,24.7
2000.803279,30.5
2000.806011,31.8
2000.808743,32.9
2000.811475,32.2
2000.814208,33
2000.81694,33.5
2000.819672,33.9
2000.822404,33.2
2000.825137,33.9
2000.827869,31.9
2000.830601,33
2000.833333,33.2
2000.836066,33.1
2000.838798,34
2000.84153,33.8
2000.844262,33.4
2000.846995,33.7
2000.849727,33.7
2000.852459,33.7
2000.855191,33.3
2000.857923,33.8
2000.860656,33.2
2000.863388,33.6
2000.86612,34.5
2000.868852,35.1
2000.871585,34.4
2000.874317,34.8
2000.877049,34.3
2000.879781,34.5
2000.882514,34.3
2000.885246,34.4
2000.887978,34.7
2000.89071,34.9
2000.893443,35
2000.896175,35.4
2000.898907,35.1
2000.901639,34.1
2000.904372,33.4
2000.907104,32.4
2000.909836,33
2000.912568,30.1
2000.915301,31.6
2000.918033,27
2000.920765,28.7
2000.923497,30.2
2000.92623,28.4
2000.928962,32.3
2000.931694,32.1
2000.934426,32.6
2000.937158,32.8
2000.939891,30.2
2000.942623,32
2000.945355,32
2000.948087,31.6
2000.95082,31
2000.953552,31.8
2000.956284,31.8
2000.959016,32
2000.961749,31.9
2000.964481,31.8
2000.967213,32.4
2000.969945,32.4
2000.972678,33.5
2000.97541,30.5
2000.978142,29.7
2000.980874,29.8
2000.983607,30.7
2000.986339,31.4
2000.989071,32.2
2000.991803,33.5
2000.994536,33.3
2000.997268,33
2001,33.4
2001.00274,32.3
2001.005479,33.5
2001.008219,29.7
2001.010959,32.9
2001.013699,31.7
2001.016438,32.7
2001.019178,30.8
2001.021918,29.3
2001.024658,31.2
2001.027397,28.7
2001.030137,31.9
2001.032877,31.9
2001.035616,31.1
2001.038356,29.9
2001.041096,30.3
2001.043836,31.9
2001.046575,31.4
2001.049315,31.5
2001.052055,32.4
2001.054795,31.4
2001.057534,32.3
2001.060274,33.1
2001.063014,32.8
2001.065753,32.3
2001.068493,33.5
2001.071233,32
2001.073973,32.4
2001.076712,33.2
2001.079452,30.5
2001.082192,33.1
2001.084932,34.1
2001.087671,33.4
2001.090411,32.6
2001.093151,32.2
2001.09589,30.8
2001.09863,30.5
2001.10137,31.1
2001.10411,31.4
2001.106849,32.4
2001.109589,32.3
2001.112329,29
2001.115068,29.7
2001.117808,30.4
2001.120548,31.7
2001.123288,31.4
2001.126027,28.5
2001.128767,31.6
2001.131507,30.9
2001.134247,31.1
2001.136986,30.8
2001.139726,31.1
2001.142466,33.1
2001.145205,31.6
2001.147945,32.1
2001.150685,29
2001.153425,31.5
2001.156164,30.8
2001.158904,31.1
2001.161644,30.7
2001.164384,30.8
2001.167123,30
2001.169863,32.4
2001.172603,32.1
2001.175342,31.3
2001.178082,32.2
2001.180822,32.5
2001.183562,32.3
2001.186301,30.7
2001.189041,32.2
2001.191781,31.8
2001.194521,32.5
2001.19726,32.5
2001.2,31.2
2001.20274,31.1
2001.205479,29.8
2001.208219,31.9
2001.210959,30.2
2001.213699,30.9
2001.216438,31.4
2001.219178,30.7
2001.221918,31.7
2001.224658,30.7
2001.227397,32
2001.230137,32.8
2001.232877,32.2
2001.235616,32.6
2001.238356,32.2
2001.241096,32.7
2001.243836,32.7
2001.246575,32.2
2001.249315,31.4
2001.252055,32.2
2001.254795,32.7
2001.257534,32.7
2001.260274,31.7
2001.263014,31.7
2001.265753,32.2
2001.268493,32.4
2001.271233,33.2
2001.273973,33.6
2001.276712,34
2001.279452,33.4
2001.282192,33.1
2001.284932,33.9
2001.287671,33.1
2001.290411,26.7
2001.293151,30.4
2001.29589,32.7
2001.29863,32
2001.30137,32.5
2001.30411,33.8
2001.306849,32.4
2001.309589,31.4
2001.312329,33.3
2001.315068,33.9
2001.317808,33.3
2001.320548,34
2001.323288,34.6
2001.326027,34
2001.328767,33.6
2001.331507,33
2001.334247,31.7
2001.336986,33.2
2001.339726,33.5
2001.342466,34
2001.345205,33.7
2001.347945,32.5
2001.350685,32.1
2001.353425,31.6
2001.356164,31.3
2001.358904,31.1
2001.361644,31.9
2001.364384,31.8
2001.367123,30
2001.369863,31.7
2001.372603,32.2
2001.375342,31.6
2001.378082,29
2001.380822,29.2
2001.383562,29.6
2001.386301,30.3
2001.389041,30.1
2001.391781,30.4
2001.394521,30.8
2001.39726,31.2
2001.4,31.3
2001.40274,31.7
2001.405479,30.9
2001.408219,29.9
2001.410959,30.4
2001.413699,31.5
2001.416438,31.7
2001.419178,32.9
2001.421918,31.3
2001.424658,31.7
2001.427397,31.6
2001.430137,32.5
2001.432877,32.4
2001.435616,33.4
2001.438356,32.8
2001.441096,33.4
2001.443836,33.6
2001.446575,33.3
2001.449315,32.8
2001.452055,30.9
2001.454795,31.1
2001.457534,30.4
2001.460274,31.9
2001.463014,31.4
2001.465753,30.7
2001.468493,31.1
2001.471233,29
2001.473973,30.8
2001.476712,31.2
2001.479452,31.8
2001.482192,31.3
2001.484932,31.8
2001.487671,32.1
2001.490411,31.1
2001.493151,30.1
2001.49589,28.9
2001.49863,29.8
2001.50137,28.1
2001.50411,31.8
2001.506849,32.1
2001.509589,32.7
2001.512329,30.9
2001.515068,30.9
2001.517808,31.2
2001.520548,29.9
2001.523288,29.2
2001.526027,31.3
2001.528767,32.3
2001.531507,30.3
2001.534247,32.1
2001.536986,33.2
2001.539726,27.3
2001.542466,31.5
2001.545205,31.7
2001.547945,31
2001.550685,30.8
2001.553425,31.5
2001.556164,32.6
2001.558904,31.6
2001.561644,31.1
2001.564384,30.2
2001.567123,28.9
2001.569863,28.9
2001.572603,29.4
2001.575342,29.6
2001.578082,29.2
2001.580822,28.9
2001.583562,30.9
2001.586301,30.6
2001.589041,31.3
2001.591781,31
2001.594521,30.9
2001.59726,30.6
2001.6,30.6
2001.60274,32
2001.605479,31.3
2001.608219,31
2001.610959,31.4
2001.613699,30.8
2001.616438,33.5
2001.619178,32.2
2001.621918,32.1
2001.624658,31.9
2001.627397,31.8
2001.630137,31.9
2001.632877,31.4
2001.635616,31.4
2001.638356,30.4
2001.641096,29.8
2001.643836,30.8
2001.646575,30.8
2001.649315,31.1
2001.652055,31.2
2001.654795,33
2001.657534,31.8
2001.660274,31.1
2001.663014,29
2001.665753,31.3
2001.668493,32.7
2001.671233,32.3
2001.673973,30.9
2001.676712,34
2001.679452,34.6
2001.682192,31.3
2001.684932,32.5
2001.687671,31.5
2001.690411,31
2001.693151,31.1
2001.69589,31.8
2001.69863,31.1
2001.70137,33
2001.70411,34.1
2001.706849,32.2
2001.709589,35.4
2001.712329,33.2
2001.715068,31
2001.717808,32.5
2001.720548,32.7
2001.723288,32.8
2001.726027,34.3
2001.728767,33.2
2001.731507,34.6
2001.734247,36.1
2001.736986,36.6
2001.739726,35.8
2001.742466,34.6
2001.745205,34
2001.747945,33.2
2001.750685,33.1
2001.753425,32.9
2001.756164,33.5
2001.758904,32.8
2001.761644,33.2
2001.764384,33.3
2001.767123,34.1
2001.769863,33.5
2001.772603,32.9
2001.775342,32.9
2001.778082,34.5
2001.780822,33
2001.783562,33.9
2001.786301,34
2001.789041,33.6
2001.791781,34.3
2001.794521,34.2
2001.79726,32.1
2001.8,32.9
2001.80274,33.2
2001.805479,33.7
2001.808219,34.6
2001.810959,34.1
2001.813699,33.9
2001.816438,34.7
2001.819178,34.5
2001.821918,35.7
2001.824658,34.9
2001.827397,35.3
2001.830137,35
2001.832877,34.7
2001.835616,35.9
2001.838356,34.7
2001.841096,35.6
2001.843836,34.5
2001.846575,32.8
2001.849315,32.9
2001.852055,33.3
2001.854795,33.4
2001.857534,33.9
2001.860274,31.3
2001.863014,33
2001.865753,33.7
2001.868493,35.3
2001.871233,34.5
2001.873973,34.6
2001.876712,33.9
2001.879452,35.1
2001.882192,33.6
2001.884932,35.4
2001.887671,34
2001.890411,34.4
2001.893151,33.9
2001.89589,34.3
2001.89863,31.9
2001.90137,32.9
2001.90411,32.8
2001.906849,33.5
2001.909589,33.2
2001.912329,33.7
2001.915068,33.1
2001.917808,31.4
2001.920548,30.9
2001.923288,33.6
2001.926027,33.2
2001.928767,32.2
2001.931507,32.1
2001.934247,32.5
2001.936986,30
2001.939726,31
2001.942466,32.1
2001.945205,30.4
2001.947945,30.2
2001.950685,30.8
2001.953425,31.9
2001.956164,32.3
2001.958904,33.2
2001.961644,32.9
2001.964384,34
2001.967123,33.8
2001.969863,34.5
2001.972603,33.6
2001.975342,34.3
2001.978082,33.5
2001.980822,33.6
2001.983562,33.7
2001.986301,33.7
2001.989041,31
2001.991781,33.1
2001.994521,32.2
2001.99726,32.9
2002,32.3
2002.00274,32.5
2002.005479,31.8
2002.008219,32.2
2002.010959,32.6
2002.013699,33.2
2002.016438,32.9
2002.019178,33.5
2002.021918,33
2002.024658,32.4
2002.027397,32.3
2002.030137,32.9
2002.032877,33
2002.035616,31.9
2002.038356,33.5
2002.041096,32.8
2002.043836,33.5
2002.046575,32.7
2002.049315,33.7
2002.052055,33.5
2002.054795,33.6
2002.057534,33.2
2002.060274,33.1
2002.063014,33.3
2002.065753,34
2002.068493,33.7
2002.071233,34.5
2002.073973,32.6
2002.076712,33.6
2002.079452,33.3
2002.082192,33.7
2002.084932,33.9
2002.087671,32.4
2002.090411,32.4
2002.093151,33.1
2002.09589,33.5
2002.09863,33.8
2002.10137,27.9
2002.10411,28.5
2002.106849,27.8
2002.109589,29.7
2002.112329,29
2002.115068,27.6
2002.117808,30.4
2002.120548,30.6
2002.123288,31.8
2002.126027,31.5
2002.128767,31.6
2002.131507,30.8
2002.134247,30.3
2002.136986,29.3
2002.139726,31.2
2002.142466,31.4
2002.145205,30.9
2002.147945,31.2
2002.150685,32.8
2002.153425,32.1
2002.156164,31.2
2002.158904,32.3
2002.161644,33.1
2002.164384,30.9
2002.167123,33.8
2002.169863,32.2
2002.172603,34.5
2002.175342,32.8
2002.178082,34.3
2002.180822,33.6
2002.183562,33.9
2002.186301,33.1
2002.189041,33.5
2002.191781,33.6
2002.194521,34.4
2002.19726,32.4
2002.2,32.4
2002.20274,33.4
2002.205479,34.2
2002.208219,32.9
2002.210959,33.4
2002.213699,32.6
2002.216438,33.4
2002.219178,33.7
2002.221918,33.2
2002.224658,34.1
2002.227397,33.3
2002.230137,32.9
2002.232877,34.4
2002.235616,33
2002.238356,34
2002.241096,33.5
2002.243836,32.5
2002.246575,33.9
2002.249315,33
2002.252055,32.7
2002.254795,32.5
2002.257534,33
2002.260274,34.6
2002.263014,33.3
2002.265753,33.6
2002.268493,32.9
2002.271233,32.3
2002.273973,28
2002.276712,32.7
2002.279452,33.9
2002.282192,33.9
2002.284932,33.9
2002.287671,32.2
2002.290411,33.3
2002.293151,33.9
2002.29589,33.3
2002.29863,33.3
2002.30137,34.2
2002.30411,33.7
2002.306849,34.6
2002.309589,34.6
2002.312329,34.5
2002.315068,34.8
2002.317808,34.5
2002.320548,34.7
2002.323288,34.6
2002.326027,33.5
2002.328767,34.2
2002.331507,34
2002.334247,34.4
2002.336986,34.1
2002.339726,34.3
2002.342466,34.9
2002.345205,35.3
2002.347945,35
2002.350685,33.9
2002.353425,32.1
2002.356164,32.4
2002.358904,33.3
2002.361644,32.3
2002.364384,33.8
2002.367123,33.8
2002.369863,33.4
2002.372603,34
2002.375342,33.5
2002.378082,34.7
2002.380822,31.7
2002.383562,32.6
2002.386301,33.1
2002.389041,32.2
2002.391781,32.3
2002.394521,31.8
2002.39726,33
2002.4,31.6
2002.40274,31
2002.405479,30.4
2002.408219,29.7
2002.410959,29.2
2002.413699,29.6
2002.416438,29.4
2002.419178,28.8
2002.421918,28.4
2002.424658,30
2002.427397,30
2002.430137,30.7
2002.432877,32.2
2002.435616,33.6
2002.438356,32.3
2002.441096,32.6
2002.443836,33.6
2002.446575,33.2
2002.449315,31.5
2002.452055,31.9
2002.454795,32.4
2002.457534,33.9
2002.460274,33.6
2002.463014,29.5
2002.465753,29.2
2002.468493,30.6
2002.471233,30.1
2002.473973,30.3
2002.476712,31
2002.479452,31.8
2002.482192,32
2002.484932,31
2002.487671,32.3
2002.490411,30.2
2002.493151,28.9
2002.49589,30.1
2002.49863,29.6
2002.50137,29.9
2002.50411,30
2002.506849,29.4
2002.509589,29.9
2002.512329,29.2
2002.515068,29.8
2002.517808,31
2002.520548,30.9
2002.523288,31.1
2002.526027,30.1
2002.528767,32.5
2002.531507,30.2
2002.534247,30.8
2002.536986,29.9
2002.539726,29.3
2002.542466,30.5
2002.545205,31.7
2002.547945,32.9
2002.550685,32.9
2002.553425,33
2002.556164,30.8
2002.558904,30.2
2002.561644,30.7
2002.564384,31.5
2002.567123,32
2002.569863,30.8
2002.572603,32.5
2002.575342,31.2
2002.578082,31.1
2002.580822,29.8
2002.583562,30.4
2002.586301,31.3
2002.589041,33.2
2002.591781,31
2002.594521,33.3
2002.59726,34.1
2002.6,33.5
2002.60274,31.9
2002.605479,32.3
2002.608219,30.4
2002.610959,31.8
2002.613699,32.7
2002.616438,31.5
2002.619178,31.5
2002.621918,30.8
2002.624658,30.5
2002.627397,32.7
2002.630137,31.8
2002.632877,31.5
2002.635616,30.7
2002.638356,30.5
2002.641096,30.3
2002.643836,33.4
2002.646575,34
2002.649315,32
2002.652055,30.3
2002.654795,30.7
2002.657534,31.7
2002.660274,31.9
2002.663014,31.7
2002.665753,32.4
2002.668493,30.3
2002.671233,30.2
2002.673973,30.2
2002.676712,31.5
2002.679452,30.1
2002.682192,31.6
2002.684932,30.6
2002.687671,31.6
2002.690411,32.5
2002.693151,32.1
2002.69589,32.8
2002.69863,31
2002.70137,31.2
2002.70411,31.4
2002.706849,30.6
2002.709589,30.1
2002.712329,32.1
2002.715068,31.6
2002.717808,31.7
2002.720548,31.8
2002.723288,33.8
2002.726027,32.6
2002.728767,32.9
2002.731507,34.7
2002.734247,32.7
2002.736986,32
2002.739726,32.6
2002.742466,33
2002.745205,32.9
2002.747945,35.9
2002.750685,32.4
2002.753425,33
2002.756164,33.3
2002.758904,32.8
2002.761644,33.2
2002.764384,32.6
2002.767123,34.6
2002.769863,34.8
2002.772603,34.9
2002.775342,34.6
2002.778082,33.6
2002.780822,34.9
2002.783562,35.8
2002.786301,33.4
2002.789041,35.4
2002.791781,35.4
2002.794521,35.1
2002.79726,34.3
2002.8,33.9
2002.80274,33.7
2002.805479,33.7
2002.808219,34.3
2002.810959,33.2
2002.813699,30.3
2002.816438,34.6
2002.819178,33.8
2002.821918,35.7
2002.824658,36.2
2002.827397,35.1
2002.830137,36.2
2002.832877,34.7
2002.835616,34.3
2002.838356,34.2
2002.841096,35.9
