Year,Max
1996.661202,26.4
1996.663934,25.6
1996.666667,27.8
1996.669399,28.4
1996.672131,26.4
1996.674863,28.3
1996.677596,30.4
1996.680328,31
1996.68306,31.8
1996.685792,32.7
1996.688525,33.6
1996.691257,34.7
1996.693989,36.3
1996.696721,33.2
1996.699454,29
1996.702186,29.2
1996.704918,32.7
1996.70765,35.2
1996.710383,36.8
1996.713115,36.7
1996.715847,37.6
1996.718579,29.5
1996.721311,26.2
1996.724044,29.2
1996.726776,34.6
1996.729508,36.3
1996.73224,35.6
1996.734973,36.6
1996.737705,36.7
1996.740437,37.1
1996.743169,36.5
1996.745902,35.1
1996.748634,32
1996.751366,34.7
1996.754098,36.1
1996.756831,34
1996.759563,37.1
1996.762295,36
1996.765027,25
1996.76776,28.9
1996.770492,29.1
1996.773224,31.9
1996.775956,31.8
1996.778689,31.9
1996.781421,32.1
1996.784153,35.5
1996.786885,36.8
1996.789617,38.3
1996.79235,37.6
1996.795082,29.2
1996.797814,33.4
1996.800546,33.7
1996.803279,36
1996.806011,37.1
1996.808743,37.2
1996.811475,35
1996.814208,35.5
1996.81694,36.2
1996.819672,35.7
1996.822404,36.2
1996.825137,36.5
1996.827869,37.7
1996.830601,37.9
1996.833333,39
1996.836066,39.5
1996.838798,36.6
1996.84153,34.1
1996.844262,34
1996.846995,32.3
1996.849727,33.2
1996.852459,37
1996.855191,38.1
1996.857923,35
1996.860656,32.7
1996.863388,34
1996.86612,38
1996.868852,40.8
1996.871585,41.5
1996.874317,39.1
1996.877049,41.3
1996.879781,39.3
1996.882514,36
1996.885246,37.3
1996.887978,36.1
1996.89071,35.3
1996.893443,32.9
1996.896175,33.6
1996.898907,37
1996.901639,39
1996.904372,40
1996.907104,41.3
1996.909836,42.3
1996.912568,43.4
1996.915301,41.2
1996.918033,39.9
1996.920765,39
1996.923497,38.4
1996.92623,32.3
1996.928962,38.5
1996.931694,33
1996.934426,34.3
1996.937158,36.4
1996.939891,38.3
1996.942623,38.5
1996.945355,39.4
1996.948087,40
1996.95082,35.6
1996.953552,38.4
1996.956284,33.2
1996.959016,32.1
1996.961749,32.7
1996.964481,35.6
1996.967213,36.1
1996.969945,37.7
1996.972678,38.2
1996.97541,38.7
1996.978142,40
1996.980874,40.3
1996.983607,40
1996.986339,36.6
1996.989071,37.8
1996.991803,37.9
1996.994536,37.7
1996.997268,30
1997,30.8
1997.00274,37.4
1997.005479,37
1997.008219,32.3
1997.010959,34.4
1997.013699,38
1997.016438,40.3
1997.019178,40.1
1997.021918,39.7
1997.024658,41.1
1997.027397,41.3
1997.030137,40.3
1997.032877,38.8
1997.035616,33.7
1997.038356,34.9
1997.041096,28.5
1997.043836,31.1
1997.046575,27.7
1997.049315,32
1997.052055,31.8
1997.054795,33.1
1997.057534,33.1
1997.060274,33.5
1997.063014,34.9
1997.065753,35.3
1997.068493,37.7
1997.071233,33.4
1997.073973,26.3
1997.076712,26.4
1997.079452,32.5
1997.082192,35.5
1997.084932,38.1
1997.087671,37.7
1997.090411,34.8
1997.093151,35.4
1997.09589,36
1997.09863,39.3
1997.10137,30.9
1997.10411,33.9
1997.106849,34.7
1997.109589,33.9
1997.112329,35.3
1997.115068,31.5
1997.117808,32
1997.120548,33.2
1997.123288,33
1997.126027,29.7
1997.128767,31.6
1997.131507,32.4
1997.134247,33.5
1997.136986,34
1997.139726,34.3
1997.142466,35.1
1997.145205,34.6
1997.147945,34.8
1997.150685,36.5
1997.153425,34
1997.156164,35.6
1997.158904,36.5
1997.161644,36.3
1997.164384,34.6
1997.167123,34.5
1997.169863,34.6
1997.172603,32
1997.175342,34.2
1997.178082,34.6
1997.180822,34.7
1997.183562,34.9
1997.186301,33.6
1997.189041,33.5
1997.191781,34
1997.194521,34.3
1997.19726,33.5
1997.2,32.8
1997.20274,33.1
1997.205479,33.5
1997.208219,34.2
1997.210959,34.3
1997.213699,35.2
1997.216438,35.1
1997.219178,33.3
1997.221918,31.6
1997.224658,30.8
1997.227397,30.7
1997.230137,31.7
1997.232877,34
1997.235616,34.2
1997.238356,34.6
1997.241096,34.2
1997.243836,33.5
1997.246575,33
1997.249315,33.5
1997.252055,33.9
1997.254795,32.5
1997.257534,32.6
1997.260274,32.4
1997.263014,30.8
1997.265753,29.1
1997.268493,29.1
1997.271233,30.2
1997.273973,32
1997.276712,33.4
1997.279452,32.4
1997.282192,32
1997.284932,31.3
1997.287671,31.2
1997.290411,31
1997.293151,30.6
1997.29589,30.5
1997.29863,30.2
1997.30137,30.9
1997.30411,31.5
1997.306849,30.9
1997.309589,30.6
1997.312329,30.9
1997.315068,31
1997.317808,31.1
1997.320548,30.2
1997.323288,30.2
1997.326027,30.2
1997.328767,30.2
1997.331507,30.1
1997.334247,30.3
1997.336986,31
1997.339726,30.9
1997.342466,32.5
1997.345205,29.1
1997.347945,25.6
1997.350685,22.8
1997.353425,23.4
1997.356164,22.8
1997.358904,23.3
1997.361644,25.1
1997.364384,25.4
1997.367123,26.6
1997.369863,25.2
1997.372603,25.5
1997.375342,24.5
1997.378082,25.7
1997.380822,29.3
1997.383562,31.9
1997.386301,23.6
1997.389041,27.4
1997.391781,27.1
1997.394521,25.5
1997.39726,27.1
1997.4,28.2
1997.40274,30.4
1997.405479,25.8
1997.408219,22.9
1997.410959,21.7
1997.413699,21.3
1997.416438,22.9
1997.419178,24.9
1997.421918,28.4
1997.424658,28.2
1997.427397,29.8
1997.430137,26.2
1997.432877,24.7
1997.435616,24.4
1997.438356,25.2
1997.441096,26.7
1997.443836,28.1
1997.446575,24.6
1997.449315,23.5
1997.452055,19.8
1997.454795,18.7
1997.457534,19.6
1997.460274,21.1
1997.463014,22.7
1997.465753,23.8
1997.468493,25.1
1997.471233,25.1
1997.473973,24.5
1997.476712,23.4
1997.479452,23.2
1997.482192,21
1997.484932,18.6
1997.487671,19.2
1997.490411,19.8
1997.493151,19.8
1997.49589,19.8
1997.49863,19.4
1997.50137,21.9
1997.50411,25.4
1997.506849,23.1
1997.509589,21.4
1997.512329,23.7
1997.515068,24.6
1997.517808,24.7
1997.520548,22.9
1997.523288,24.5
1997.526027,20.6
1997.528767,19.7
1997.531507,21.3
1997.534247,23.9
1997.536986,19.3
1997.539726,20
1997.542466,20.5
1997.545205,19.8
1997.547945,22.6
1997.550685,21.4
1997.553425,22.1
1997.556164,22.8
1997.558904,25
1997.561644,27.2
1997.564384,29.2
1997.567123,28.9
1997.569863,25.7
1997.572603,25.6
1997.575342,21.8
1997.578082,21.5
1997.580822,23.2
1997.583562,24.1
1997.586301,25.8
1997.589041,27.6
1997.591781,27.4
1997.594521,28.9
1997.59726,27.7
1997.6,27
1997.60274,26.6
1997.605479,29.7
1997.608219,29.7
1997.610959,23.9
1997.613699,24.5
1997.616438,23.1
1997.619178,23.5
1997.621918,26.6
1997.624658,28.3
1997.627397,28.3
1997.630137,29.2
1997.632877,28.7
1997.635616,29.2
1997.638356,29
1997.641096,28.9
1997.643836,28.3
1997.646575,26.4
1997.649315,23.9
1997.652055,21.1
1997.654795,26.1
1997.657534,29.9
1997.660274,30.5
1997.663014,32
1997.665753,29.4
1997.668493,28.6
1997.671233,31.4
1997.673973,34.9
1997.676712,32.1
1997.679452,36.6
1997.682192,34.4
1997.684932,33.4
1997.687671,35.5
1997.690411,35.2
1997.693151,32.9
1997.69589,31.3
1997.69863,30.7
1997.70137,32.1
1997.70411,32.2
1997.706849,32.9
1997.709589,32.8
1997.712329,34.1
1997.715068,34.2
1997.717808,34.3
1997.720548,34.6
1997.723288,36.1
1997.726027,36.9
1997.728767,38.2
1997.731507,38.5
1997.734247,38.9
1997.736986,38.9
1997.739726,38.3
1997.742466,36.1
1997.745205,35.1
1997.747945,37.2
1997.750685,38.2
1997.753425,35.7
1997.756164,27.4
1997.758904,29.6
1997.761644,31.1
1997.764384,34.3
1997.767123,35.4
1997.769863,36.5
1997.772603,35.7
1997.775342,34.3
1997.778082,37
1997.780822,32.2
1997.783562,34.6
1997.786301,33.9
1997.789041,36.3
1997.791781,37.2
1997.794521,38
1997.79726,35.2
1997.8,31.7
1997.80274,29
1997.805479,31.1
1997.808219,33.7
1997.810959,34.2
1997.813699,35.4
1997.816438,37.7
1997.819178,38.5
1997.821918,37.4
1997.824658,37.9
1997.827397,38.9
1997.830137,31.4
1997.832877,30.6
1997.835616,33.7
1997.838356,34.4
1997.841096,35.6
1997.843836,36.6
1997.846575,38.8
1997.849315,33.4
1997.852055,38.3
1997.854795,34.3
1997.857534,38.1
1997.860274,38.1
1997.863014,37.6
1997.865753,38.4
1997.868493,36.1
1997.871233,38.5
1997.873973,38.4
1997.876712,35.1
1997.879452,31.7
1997.882192,32.2
1997.884932,34.1
1997.887671,37
1997.890411,38.9
1997.893151,39.8
1997.89589,37.9
1997.89863,38.4
1997.90137,38.7
1997.90411,40.7
1997.906849,40.1
1997.909589,39
1997.912329,33.2
1997.915068,36
1997.917808,33.3
1997.920548,38.2
1997.923288,39.7
1997.926027,39
1997.928767,38.2
1997.931507,38.2
1997.934247,38.5
1997.936986,34.3
1997.939726,32.6
1997.942466,37.3
1997.945205,36.8
1997.947945,29.5
1997.950685,36.5
1997.953425,32.9
1997.956164,36.2
1997.958904,37.5
1997.961644,31.2
1997.964384,34.9
1997.967123,30.3
1997.969863,34.6
1997.972603,36.9
1997.975342,36.1
1997.978082,35.9
1997.980822,37.4
1997.983562,38.4
1997.986301,38.4
1997.989041,38.1
1997.991781,31.2
1997.994521,31.9
1997.99726,35.3
1998,36.5
1998.00274,37.2
1998.005479,37.3
1998.008219,37.8
1998.010959,38.6
1998.013699,39.2
1998.016438,39.3
1998.019178,38.3
1998.021918,38.1
1998.024658,39.2
1998.027397,37.9
1998.030137,38.9
1998.032877,37.8
1998.035616,40.4
1998.038356,41.3
1998.041096,36.2
1998.043836,39.6
1998.046575,37
1998.049315,37
1998.052055,38.8
1998.054795,38.8
1998.057534,40.9
1998.060274,39.7
1998.063014,39
1998.065753,38.4
1998.068493,38.3
1998.071233,36.3
1998.073973,38.2
1998.076712,36.4
1998.079452,36.7
1998.082192,38.7
1998.084932,41.2
1998.087671,42.5
1998.090411,41.1
1998.093151,38.7
1998.09589,35.8
1998.09863,29.2
1998.10137,35.7
1998.10411,32.2
1998.106849,29
1998.109589,34.7
1998.112329,36.8
1998.115068,37.4
1998.117808,39
1998.120548,38.2
1998.123288,37.8
1998.126027,40.3
1998.128767,39.5
1998.131507,39.8
1998.134247,39.3
1998.136986,38.9
1998.139726,39.3
1998.142466,40.7
1998.145205,40.5
1998.147945,40.3
1998.150685,39.5
1998.153425,38.1
1998.156164,37.1
1998.158904,29.1
1998.161644,31
1998.164384,32.7
1998.167123,31
1998.169863,32.7
1998.172603,36.1
1998.175342,36.8
1998.178082,37.3
1998.180822,37.2
1998.183562,37.8
1998.186301,37.6
1998.189041,37
1998.191781,38.3
1998.194521,38.7
1998.19726,38.2
1998.2,38.5
1998.20274,39.1
1998.205479,39.4
1998.208219,38.7
1998.210959,39.2
1998.213699,38.5
1998.216438,38.6
1998.219178,39
1998.221918,38.8
1998.224658,35.8
1998.227397,35.5
1998.230137,35.9
1998.232877,36.7
1998.235616,36.5
1998.238356,35.1
1998.241096,34.9
1998.243836,35
1998.246575,34.2
1998.249315,34.8
1998.252055,35.4
1998.254795,34.9
1998.257534,34.3
1998.260274,35.2
1998.263014,35.2
1998.265753,36
1998.268493,36.3
1998.271233,36.1
1998.273973,36.3
1998.276712,37.4
1998.279452,35.3
1998.282192,30.4
1998.284932,29.9
1998.287671,32.9
1998.290411,34.2
1998.293151,34.7
1998.29589,36.7
1998.29863,35.4
1998.30137,29.7
1998.30411,24.8
1998.306849,26.7
1998.309589,28.3
1998.312329,30
1998.315068,27
1998.317808,28.1
1998.320548,30
1998.323288,31.9
1998.326027,32.6
1998.328767,31.6
1998.331507,31.7
1998.334247,30.8
1998.336986,28.4
1998.339726,26.7
1998.342466,25.2
1998.345205,27.2
1998.347945,28
1998.350685,27.8
1998.353425,29.3
1998.356164,33.2
1998.358904,31.8
1998.361644,23.6
1998.364384,29.6
1998.367123,31.1
1998.369863,30.6
1998.372603,29.7
1998.375342,29.2
1998.378082,28.6
1998.380822,28.4
1998.383562,28.7
1998.386301,28.4
1998.389041,29.5
1998.391781,28.2
1998.394521,25.5
1998.39726,24.8
1998.4,25.9
1998.40274,27.5
1998.405479,29.3
1998.408219,30.2
1998.410959,30.8
1998.413699,30.2
1998.416438,30.9
1998.419178,30.5
1998.421918,30.2
1998.424658,29.8
1998.427397,29
1998.430137,26
1998.432877,24.9
1998.435616,27.1
1998.438356,25.7
1998.441096,28.4
1998.443836,29.8
1998.446575,27.7
1998.449315,28.7
1998.452055,24.4
1998.454795,21.4
1998.457534,21.8
1998.460274,21.9
1998.463014,27.1
1998.465753,29.8
1998.468493,28.2
1998.471233,22.7
1998.473973,18.4
1998.476712,17.6
1998.479452,19.8
1998.482192,23.6
1998.484932,28.4
1998.487671,22.8
1998.490411,25
1998.493151,20.5
1998.49589,18
1998.49863,17.3
1998.50137,20.9
1998.50411,27.7
1998.506849,31.1
1998.509589,30.6
1998.512329,32.2
1998.515068,24.6
1998.517808,20.7
1998.520548,20.5
1998.523288,20.9
1998.526027,23.8
1998.528767,25.3
1998.531507,26
1998.534247,28
1998.536986,30.1
1998.539726,30.8
1998.542466,30.9
1998.545205,31.4
1998.547945,31.6
1998.550685,22.5
1998.553425,23.9
1998.556164,25.5
1998.558904,28.7
1998.561644,27.9
1998.564384,31.8
1998.567123,31.7
1998.569863,21.2
1998.572603,17.8
1998.575342,18.8
1998.578082,20
1998.580822,22.8
1998.583562,26.8
1998.586301,30
1998.589041,30.5
1998.591781,32.7
1998.594521,30.8
1998.59726,27.8
1998.6,24.1
1998.60274,23.7
1998.605479,25.2
1998.608219,25.2
1998.610959,26.9
1998.613699,27.6
1998.616438,29.2
1998.619178,27.9
1998.621918,28.3
1998.624658,29.6
1998.627397,31.9
1998.630137,31.9
1998.632877,33.8
1998.635616,34
1998.638356,33.2
1998.641096,28.4
1998.643836,30.1
1998.646575,32.7
1998.649315,29
1998.652055,23.6
1998.654795,23.6
1998.657534,25.8
1998.660274,29
1998.663014,31.2
1998.665753,32.2
1998.668493,33.5
1998.671233,34.4
1998.673973,35.9
1998.676712,30.5
1998.679452,27.3
1998.682192,28
1998.684932,28.1
1998.687671,29.7
1998.690411,30.7
1998.693151,32.8
1998.69589,35.7
1998.69863,36.4
1998.70137,37.1
1998.70411,27
1998.706849,27.4
1998.709589,29.8
1998.712329,34.2
1998.715068,34.3
1998.717808,31
1998.720548,35.5
1998.723288,33.4
1998.726027,25.1
1998.728767,25
1998.731507,28
1998.734247,31
1998.736986,32.7
1998.739726,35.6
1998.742466,37.7
1998.745205,36.2
1998.747945,35.3
1998.750685,35.4
1998.753425,36.3
1998.756164,36.6
1998.758904,37.3
1998.761644,39.3
1998.764384,32.4
1998.767123,36.6
1998.769863,39.2
1998.772603,31.9
1998.775342,35.9
1998.778082,38.9
1998.780822,38.8
1998.783562,35.9
1998.786301,37
1998.789041,37
1998.791781,38.7
1998.794521,38.7
1998.79726,39
1998.8,27.5
1998.80274,29.6
1998.805479,31.1
1998.808219,33.6
1998.810959,36.6
1998.813699,39.6
1998.816438,40.2
1998.819178,36.7
1998.821918,35.9
1998.824658,36.1
1998.827397,24.2
1998.830137,31.5
1998.832877,33.2
1998.835616,34.6
1998.838356,37.9
1998.841096,37.3
1998.843836,35.2
1998.846575,37.8
1998.849315,37.1
1998.852055,33.1
1998.854795,35.6
1998.857534,31.5
1998.860274,31.2
1998.863014,33.3
1998.865753,35.1
1998.868493,37.4
1998.871233,39.9
1998.873973,39.4
1998.876712,39.6
1998.879452,39.2
1998.882192,36.4
1998.884932,34.4
1998.887671,36.9
1998.890411,39.1
1998.893151,40.2
1998.89589,39.5
1998.89863,40.9
1998.90137,35.5
1998.90411,38
1998.906849,34.5
1998.909589,36.5
1998.912329,36.3
1998.915068,36.7
1998.917808,39.6
1998.920548,38.9
1998.923288,37.8
1998.926027,38.7
1998.928767,37.6
1998.931507,38.9
1998.934247,38.9
1998.936986,37
1998.939726,37.6
