Year,Open,High,Low,Close,Day
2024.42623,72.58,73.26,70.96,72,1248
2024.423497,74.63,74.71,72.27,72.58,1247
2024.420765,74.07,77.8,74.25,74.63,1246
2024.418033,75.2,76.42,73.85,74.07,1245
2024.415301,75.2,76.42,73.85,74.07,1244
2024.412568,75.2,76.42,73.85,74.07,1243
2024.409836,73.95,75.84,73.37,75.2,1242
2024.407104,74.6,75.6,72.95,73.95,1241
2024.404372,76.51,76.24,74.15,74.6,1240
2024.401639,75.78,76.99,75.58,76.51,1239
2024.398907,76.1,76.7,73.9,75.78,1238
2024.396175,76.1,76.7,73.9,75.78,1237
2024.393443,76.1,76.7,73.9,75.78,1236
2024.39071,76.67,78.1,75.52,76.1,1235
2024.387978,76.2,77.5,75.5,76.67,1234
2024.385246,74.24,76.64,73.05,76.2,1233
2024.382514,70.52,74.9,71,74.24,1232
2024.379781,70.79,71.52,69.6,70.52,1231
2024.377049,70.79,71.52,69.6,70.52,1230
2024.374317,70.79,71.52,69.6,70.52,1229
2024.371585,69.19,71.24,68.88,70.79,1228
2024.368852,70.1,71.83,69.09,69.19,1227
2024.36612,70.07,71.32,69.02,70.1,1226
2024.363388,71.59,71.49,68.75,70.07,1225
2024.360656,73.62,75.5,71.28,71.59,1224
2024.357923,73.62,75.5,71.28,71.59,1223
2024.355191,73.62,75.5,71.28,71.59,1222
2024.352459,71.92,74.08,71.13,73.62,1221
2024.349727,70.85,72.7,69.61,71.92,1220
2024.346995,73.67,74.3,70.57,70.79,1219
2024.344262,71.84,74.45,71.56,73.65,1218
2024.34153,72.69,74.55,71.45,71.84,1217
2024.338798,72.69,74.55,71.45,71.84,1216
2024.336066,72.69,74.55,71.45,71.84,1215
2024.333333,67.91,73.18,67.25,72.69,1214
2024.330601,69.2,69.26,67.35,67.91,1213
2024.327869,65.8,69.6,65.38,69.2,1212
2024.325137,67.51,67.35,65.01,65.8,1211
2024.322404,68.41,69.2,66.57,67.51,1210
2024.319672,68.41,69.2,66.57,67.51,1209
2024.31694,68.41,69.2,66.57,67.51,1208
2024.314208,66.85,69.92,66.54,68.41,1207
2024.311475,66.38,67.45,64.8,66.85,1206
2024.308743,66.4,67.21,65.34,66.38,1205
2024.306011,68.52,68.19,66.02,66.4,1204
2024.303279,71.55,73.3,68.13,68.52,1203
2024.300546,71.55,73.3,68.13,68.52,1202
2024.297814,71.55,73.3,68.13,68.52,1201
2024.295082,70.33,72.22,68.15,71.55,1200
2024.29235,74.25,74.48,69.24,70.33,1199
2024.289617,70.16,74.9,69.87,74.25,1198
2024.286885,71.64,71.64,69.12,70.16,1197
2024.284153,68.83,71.81,68.07,71.64,1196
2024.281421,68.83,71.81,68.07,71.64,1195
2024.278689,68.83,71.81,68.07,71.64,1194
2024.275956,62.9,68.85,62.94,68.85,1193
2024.273224,66.48,65.72,62.37,62.9,1192
2024.270492,65.91,67.03,64.94,66.48,1191
2024.26776,62.93,66.15,62.08,65.91,1190
2024.265027,60.79,63.4,60.6,62.93,1189
2024.259563,60.79,63.4,60.6,62.93,1187
2024.256831,59.65,61.49,59.36,60.79,1186
2024.254098,61.02,61.4,59.26,59.65,1185
2024.251366,64.19,63.91,60.87,61.02,1184
2024.248634,64.81,65.2,63.7,64.19,1183
2024.245902,64.81,65.2,63.7,64.19,1182
2024.240437,64.81,65.2,63.7,64.19,1180
2024.237705,64.81,65.2,63.7,64.19,1179
2024.234973,64.63,65.66,63.46,64.81,1178
2024.23224,67.41,68.17,64.52,64.63,1177
2024.229508,63.82,67.51,64.55,67.41,1176
2024.226776,61.32,64.33,61.22,63.82,1175
2024.221311,61.32,64.33,61.22,63.82,1173
2024.218579,62.94,62.56,61.1,61.32,1172
2024.215847,63.13,63.73,62.29,62.94,1171
2024.213115,63.73,65.17,61.82,63.13,1170
2024.210383,61.61,64.54,61.86,63.73,1169
2024.20765,60.64,62.38,60.5,61.61,1168
2024.202186,60.64,62.38,60.5,61.61,1166
2024.199454,58.14,61.3,57.21,60.64,1165
2024.196721,58.61,60.03,57.61,58.14,1164
2024.193989,58.31,59.17,57.41,58.61,1163
2024.191257,60.54,60.39,57.88,58.31,1162
2024.188525,61.41,62.4,59.95,60.54,1161
2024.18306,61.24,62.4,59.95,60.83,1159
2024.180328,61.49,63.37,59.7,61.41,1158
2024.177596,62.84,65.1,60.35,61.49,1157
2024.174863,59.23,63.71,59.12,62.84,1156
2024.172131,58.54,59.97,55.63,59.34,1155
2024.169399,58.15,58.87,57.24,58.55,1154
2024.163934,58.15,58.87,57.24,58.55,1152
2024.161202,60.05,60,57.44,58.15,1151
2024.15847,57.8,61.07,57.75,60.05,1150
2024.155738,56.04,58.24,54.51,57.8,1149
2024.153005,54.21,56.48,53.57,56.04,1148
2024.150273,54.82,55,53.08,54.21,1147
2024.144809,54.82,55,53.08,54.21,1145
2024.142077,56.58,56.5,54.45,54.82,1144
2024.139344,56.32,56.8,55.27,56.58,1143
2024.136612,55.53,57.08,53.84,56.32,1142
2024.13388,59.29,58.88,54.95,55.53,1141
2024.131148,60.03,60.31,58.42,59.29,1140
2024.125683,60.03,60.31,58.42,59.29,1138
2024.122951,58.7,61.17,58.25,60.03,1137
2024.120219,58.51,59.58,57.49,58.7,1136
2024.117486,58.95,60.01,57.71,58.51,1135
2024.114754,60.9,60.85,58.68,58.95,1134
2024.112022,62.95,62.73,60.35,60.9,1133
2024.106557,62.95,62.73,60.35,60.9,1131
2024.103825,64.63,64.71,62.49,62.95,1130
2024.101093,65.82,65.86,64.5,64.63,1129
2024.098361,64.9,66.12,64.27,65.82,1128
2024.095628,65.63,66.55,64.31,64.9,1127
2024.092896,64.36,66.58,64.16,65.63,1126
2024.087432,64.36,66.58,64.16,65.63,1124
2024.084699,66.37,67.06,64.25,64.36,1123
2024.081967,65.73,67.39,65.25,66.37,1122
2024.079235,63.98,66.24,63.49,65.73,1121
2024.076503,65.82,66.38,63.79,63.98,1120
2024.07377,65.44,67.25,64.29,65.82,1119
2024.068306,65.44,67.25,64.29,65.82,1117
2024.065574,68.18,68.69,65.17,65.44,1116
2024.062842,65.33,68.29,65.74,68.18,1115
2024.060109,64.26,65.93,63.85,65.33,1114
2024.057377,65.94,65.17,63.05,64.26,1113
2024.054645,65.25,66.6,65.25,65.94,1112
2024.04918,65.25,66.6,65.25,65.94,1110
2024.046448,65.42,66.25,64.74,65.25,1109
2024.043716,67.94,68.34,65.14,65.42,1108
2024.040984,69.58,69.81,67.41,67.94,1107
2024.038251,68.05,69.7,66.95,69.58,1106
2024.035519,70.23,71.39,67.08,68.05,1105
2024.030055,70.23,71.39,67.08,68.05,1103
2024.027322,72.36,72.66,69.33,70.23,1102
2024.02459,74.34,75.16,71.74,72.36,1101
2024.021858,74.78,75.2,73.52,74.34,1100
2024.019126,78.81,78.47,74.29,74.78,1099
2024.016393,78.19,79.05,77.82,78.81,1098
2024.010929,78.19,79.05,77.82,78.81,1096
2024.008197,79.69,80.62,77.31,78.19,1095
2024.005464,78.23,80.11,78.43,79.69,1094
2024.002732,82.87,83.52,76.84,78.23,1093
2024,82.57,83.37,81.72,82.87,1092
2023.99726,82.57,83.37,81.72,82.87,1091
2023.991781,82.57,83.37,81.72,82.87,1089
2023.989041,82.46,82.64,81.43,82.57,1088
2023.986301,81.39,83.49,81.42,82.46,1087
2023.983562,81.39,81.84,79.4,81.39,1086
2023.980822,80.41,81.84,79.4,81.39,1085
2023.978082,80.41,81.84,79.4,81.39,1084
2023.972603,80.41,81.84,79.4,81.39,1082
2023.969863,78.03,81.22,77.87,80.41,1081
2023.967123,74.24,78.18,74.41,78.03,1080
2023.964384,72,74.53,73.31,74.24,1079
2023.961644,69.22,73.67,69.03,72,1078
2023.958904,69.64,70.74,69.08,69.22,1077
2023.953425,69.64,70.74,69.08,69.22,1075
2023.950685,71.99,73.25,68.84,69.64,1074
2023.947945,71.18,73.04,71,71.99,1073
2023.945205,70.27,71.56,69.83,71.18,1072
2023.942466,71.69,71.57,69.25,70.27,1071
2023.939726,72.68,73.76,71.52,71.69,1070
2023.934247,72.68,73.76,71.52,71.69,1068
2023.931507,71.76,73.21,71.59,72.68,1067
2023.928767,71.58,72.92,71.3,71.76,1066
2023.926027,73.46,73.9,71.37,71.58,1065
2023.923288,75.71,75.23,73.23,73.46,1064
2023.920548,74.02,76.35,73.86,75.71,1063
2023.915068,74.02,76.35,73.86,75.71,1061
2023.912329,74.37,75.04,73.6,74.02,1060
2023.909589,76.43,76.71,73.84,74.37,1059
2023.906849,76.64,77.19,75.5,75.95,1058
2023.90411,80.22,80.1,76.26,77.13,1057
2023.90137,80.21,80.79,79.56,80.22,1056
2023.89589,80.21,80.79,79.56,80.22,1054
2023.893151,78.77,80.92,78.24,80.21,1053
2023.890411,78.96,79.73,78.4,78.77,1052
2023.887671,80.26,80.39,78.65,78.96,1051
2023.884932,80.22,81.46,79.71,80.26,1050
2023.882192,80.71,81.54,79.62,80.22,1049
2023.876712,80.71,81.54,79.62,80.22,1047
2023.873973,83.53,83.46,80.22,80.71,1046
2023.871233,82.36,84.02,82.47,83.53,1045
2023.868493,81.14,82.84,80.22,82.36,1044
2023.865753,82.46,82.71,79.9,81.14,1043
2023.863014,81.13,82.61,79.99,82.46,1042
2023.857534,81.13,82.61,79.99,82.46,1040
2023.854795,79.43,81.44,78.88,81.13,1039
2023.852055,78.98,80.07,78.51,79.43,1038
2023.849315,79.61,80.15,78.59,78.98,1037
2023.846575,81.52,81.25,79.36,79.61,1036
2023.843836,82.51,83.44,81,81.52,1035
2023.838356,82.51,83.44,81,81.52,1033
2023.835616,82.47,83.05,80.06,82.51,1032
2023.832877,82.98,84.08,82.29,82.47,1031
2023.830137,82.68,83.42,82.14,82.98,1030
2023.827397,83.31,84.92,82.44,82.68,1029
2023.824658,83.62,84.29,83.26,83.31,1028
2023.819178,83.62,84.29,83.26,83.31,1026
2023.816438,83.86,84.67,83.36,83.62,1025
2023.813699,84.56,84.92,83.7,83.86,1024
2023.810959,84.48,85.27,84.22,84.56,1023
2023.808219,85.44,85.52,84.06,84.48,1022
2023.805479,85.83,86.51,85.07,85.44,1021
2023.8,85.83,86.51,85.07,85.44,1019
2023.79726,85.94,86.28,84.92,85.83,1018
2023.794521,86.63,87.41,85.6,85.94,1017
2023.791781,87.43,87.59,85.51,86.63,1016
2023.789041,90.1,90.07,87.1,87.43,1015
2023.786301,89.35,90.74,88.9,90.1,1014
2023.780822,89.35,90.74,88.9,90.1,1012
2023.778082,88.22,89.77,87.61,89.35,1011
2023.775342,88.93,89.13,87.57,88.22,1010
2023.772603,85.83,89.17,85.68,88.93,1009
2023.769863,84.51,85.95,84.45,85.83,1008
2023.767123,84.58,85.13,84.04,84.51,1007
2023.761644,84.58,85.13,84.04,84.51,1005
2023.758904,85.79,86.49,84.38,84.58,1004
2023.756164,83.7,86.51,83.68,85.79,1003
2023.753425,84.9,84.99,83.6,83.7,1002
2023.750685,85.81,85.7,84.72,84.9,1001
2023.747945,86.86,87.25,85.56,85.81,1000
2023.742466,86.86,87.25,85.56,85.81,998
2023.739726,86.42,87.36,85.96,86.86,997
2023.736986,87.09,87.17,85.76,86.42,996
2023.734247,89.51,89.31,86.7,87.09,995
2023.731507,89.72,90.16,89.02,89.51,994
2023.728767,88.37,90.32,87.84,89.72,993
2023.723288,88.37,90.32,87.84,89.72,991
2023.720548,86.97,88.85,86.01,88.37,990
2023.717808,85.38,87.07,84.71,86.97,989
2023.715068,85.03,85.67,84.75,85.38,988
2023.712329,86.49,86.7,84.93,85.03,987
2023.709589,87.3,88.28,86.09,86.49,986
2023.70411,87.3,88.28,86.09,86.49,984
2023.70137,87.15,88.23,86.61,87.3,983
2023.69863,85.15,87.99,84.74,87.15,982
2023.69589,85.72,86.51,85.04,85.15,981
2023.693151,85.57,86.6,85.49,85.72,980
2023.690411,86.99,88.08,85.45,85.57,979
2023.684932,86.99,88.08,85.45,85.57,977
2023.682192,87.75,88.39,86.75,87.34,976
2023.679452,87.94,88.86,87.24,87.75,975
2023.676712,88.33,88.89,87.75,87.94,974
2023.673973,89.45,89.72,87.95,88.33,973
2023.671233,90.01,90.5,89.24,89.45,972
2023.665753,90.01,90.5,89.24,89.45,970
2023.663014,90.53,91.52,89.85,90.01,969
2023.660274,89.06,90.91,89.04,90.53,968
2023.657534,89.97,90.99,88.82,89.06,967
2023.654795,89.62,90.74,89.01,89.97,966
2023.652055,90.07,90.71,88.75,89.62,965
2023.646575,90.07,90.71,88.75,89.62,963
2023.643836,92.55,91.68,89.31,90.07,962
2023.641096,94.3,94.65,91.7,92.55,961
2023.638356,92.27,94.79,92.19,94.3,960
2023.635616,92.36,93.03,91.25,92.27,959
2023.632877,93.21,93.43,91.64,92.36,958
2023.627397,93.21,93.43,91.64,92.36,956
2023.624658,92.77,94.22,92.01,93.21,955
2023.621918,91.37,93.16,91.5,92.77,954
2023.619178,91.97,92.81,90.95,91.37,953
2023.616438,90.99,92.35,90.21,91.97,952
2023.613699,89.11,91.13,88.3,90.99,951
2023.608219,89.11,91.13,88.3,90.99,949
2023.605479,88.12,89.34,87.27,89.11,948
2023.60274,88.51,89.92,87.74,88.12,947
2023.6,86.9,88.76,86.5,88.51,946
2023.59726,87.87,88.59,86.85,86.9,945
2023.594521,89,89.55,87.5,87.87,944
2023.589041,89.45,89.55,87.5,87.62,942
2023.586301,87.6,89.94,87.35,88.81,941
2023.583562,89.06,89.06,87.31,87.34,940
2023.580822,91,92.24,88.8,88.93,939
2023.578082,92.98,93.85,90.79,91.17,938
2023.569863,95.55,95.03,92.71,93.13,935
2023.567123,95.45,95.67,93.68,95.35,934
2023.564384,96.49,98.08,94.98,95.04,933
2023.561644,95.67,96.97,95.67,96.82,932
2023.558904,96,96.7,95.14,95.74,931
2023.556164,94.92,96.72,94.81,95.85,930
2023.550685,94.92,96.72,94.81,95.85,928
2023.547945,93.26,95.61,93.23,95.25,927
2023.545205,92.44,93.76,91.44,93.31,926
2023.542466,90.92,92.7,90.64,92.5,925
2023.539726,90.8,91.18,89.62,91.18,924
2023.536986,90.25,92.1,90.3,90.48,923
2023.531507,90.25,92.1,90.3,90.48,921
2023.528767,90.17,91.37,89.8,90.32,920
2023.526027,91.31,92.87,90.12,90.38,919
2023.523288,90.38,91.7,89.68,91.46,918
2023.520548,90.87,91.69,90.08,90.86,917
2023.512329,90.85,92.46,90.44,90.64,914
2023.509589,90.35,90.85,89.98,90.85,913
2023.506849,91.67,91.95,90.29,90.4,912
2023.50411,92.48,92.72,91.26,92.11,911
2023.50137,93.76,94.49,91.78,92.14,910
2023.49863,92.43,94.15,91.72,93.67,909
2023.493151,92.43,94.15,91.72,93.67,907
2023.490411,91.84,93.37,91.64,92.64,906
2023.487671,94.1,94.1,91.47,92.73,905
2023.484932,90.67,93.64,90.4,93.61,904
2023.482192,92.08,94,90.32,90.55,903
2023.479452,94.54,94.97,91.97,92.23,902
2023.473973,94.54,94.97,91.97,92.23,900
2023.471233,93.97,95.67,92.82,95.34,899
2023.468493,98.49,99.83,94.85,95.27,898
2023.465753,97.22,100.4,97.22,99.09,897
2023.463014,95.89,97.6,94.84,97.56,896
2023.460274,97.76,97.38,95.01,96.76,895
2023.454795,97.76,97.38,95.01,96.76,893
2023.452055,97.75,99.68,96,97.39,892
2023.449315,94.59,98.46,94.38,98.14,891
2023.446575,92.25,95.3,91.44,95.2,890
2023.443836,91,92.68,89.2,92.56,889
2023.441096,88.19,91.57,87.67,91.08,888
2023.435616,88.19,91.57,87.67,91.08,886
2023.432877,87.89,89.12,86.89,87.49,885
2023.430137,85.53,88.25,84.21,88.08,884
2023.427397,87.09,87.55,84.32,85.7,883
2023.424658,82.8,87.29,82.13,86.95,882
2023.421918,82.58,84.4,82.53,82.92,881
2023.416438,82.58,84.4,82.53,82.92,879
2023.413699,84.74,84.81,82.34,82.78,878
2023.410959,84.43,85.99,83.34,84.88,877
2023.408219,87.07,87.17,84.41,84.41,876
2023.405479,87.75,88.65,87.12,87.34,875
2023.40274,87.17,87.51,86.13,86.47,874
2023.39726,87.17,87.51,86.13,86.47,872
2023.394521,88.69,88.95,86.85,86.96,871
2023.391781,89.87,90.48,88.96,89.1,870
2023.389041,91.94,91.94,89.63,90.07,869
2023.386301,93.43,93.54,91.05,91.61,868
2023.383562,94.15,95.4,93.69,94.18,867
2023.378082,94.15,95.4,93.69,94.18,865
2023.375342,92.33,94.49,92.16,94.14,864
2023.372603,93.61,93.61,91.84,92.46,863
2023.369863,91.15,93.36,90.95,93.15,862
2023.367123,93.07,93.07,90.31,91.15,861
2023.364384,92.57,93.85,92.42,92.67,860
2023.358904,92.57,93.85,92.42,92.67,858
2023.356164,93.01,94.26,91.94,92.78,857
2023.353425,91.6,93.93,91.35,93.3,856
2023.350685,89.81,91.92,89.42,91.75,855
2023.347945,89.22,89.97,88.74,89.86,854
2023.345205,88.68,90.75,88.57,89.03,853
2023.339726,88.68,90.75,88.57,89.03,851
2023.336986,89.24,89.63,87.44,88.37,850
2023.334247,93.45,93.45,88.11,89.46,849
2023.331507,89.89,95.07,89.82,92.91,848
2023.328767,91.79,91.82,89.63,89.71,847
2023.326027,90.21,92.21,90.37,91.49,846
2023.320548,90.21,92.21,90.37,91.49,844
2023.317808,90.36,91.92,89.66,90.42,843
2023.315068,91.05,91.19,89.34,90.39,842
2023.312329,92.68,93.19,90.91,91.15,841
2023.309589,94.35,94.35,92.01,93.11,840
2023.306849,96.48,96.82,93.8,94.17,839
2023.30137,96.48,96.82,93.8,94.17,837
2023.29863,99.13,99.14,95.71,96.28,836
2023.29589,99.51,101,98.87,98.99,835
2023.293151,97.3,100.19,97.3,100.11,834
2023.290411,99.23,99.23,96.73,97.55,833
2023.287671,99.07,99.58,97.78,98.41,832
2023.282192,99.07,99.58,97.78,98.41,830
2023.279452,100.18,100.19,97.93,99.02,829
2023.276712,102.67,102.84,99.9,100.97,828
2023.273973,101.52,103.08,101.51,102.23,827
2023.271233,101.04,102.33,100.45,101.1,826
2023.268493,101.04,102.33,100.45,101.1,825
2023.263014,101.04,102.33,100.45,101.1,823
2023.260274,101.3,102.33,100.45,101.15,822
2023.257534,99.24,102.65,99.24,101.5,821
2023.254795,100.31,101.6,99.02,99.32,820
2023.252055,96.01,100.4,96.01,100.12,819
2023.243836,95.18,97.11,95.15,96.13,816
2023.241096,94.73,95.7,94.05,95.14,815
2023.238356,94.42,95.2,93.55,94.47,814
2023.235616,92.44,94.6,92.44,93.46,813
2023.232877,92.29,93.05,90.96,91.41,812
2023.224658,97.24,98.34,90.74,91.64,809
2023.221918,93.98,97.49,93.94,96.82,808
2023.219178,94.84,94.92,92.6,93.83,807
2023.216438,92.65,95.59,92.58,93.85,806
2023.213699,91.26,93.23,89.05,91.93,805
2023.205479,92.37,94,90.46,91.39,802
2023.20274,94.61,95.68,90.44,91.16,801
2023.2,98.08,100.16,93.14,93.31,800
2023.19726,100.74,101.41,97.04,97.27,799
2023.194521,104.67,104.67,99.95,101.69,798
2023.186301,104.37,105.37,103.45,104.81,795
2023.183562,102.91,104.97,101.89,103.5,794
2023.180822,101.05,103.95,101.05,102.92,793
2023.178082,98.36,101.66,97.69,100.65,792
2023.175342,97.43,99.5,97.01,97.88,791
2023.167123,98.15,98.45,96.52,97.09,788
2023.164384,102.19,103.35,97.87,98.34,787
2023.161644,104.48,104.65,101.47,101.95,786
2023.158904,105.15,105.61,104.11,104.8,785
2023.156164,102.93,105.5,102.93,105.14,784
2023.147945,102.19,104.78,101.85,102.14,781
2023.145205,101.65,102.83,100.83,102.26,780
2023.142466,104.33,104.6,100.61,101.41,779
2023.139726,102.85,105.73,101.37,105,778
2023.136986,100.42,104.57,100.42,102.91,777
2023.128767,102.13,102.89,100.08,100.7,774
2023.126027,98.72,102.78,98.72,102.04,773
2023.123288,95.56,99.28,94.84,98.75,772
2023.120548,97.29,97.56,94.15,96.3,771
2023.117808,97.35,98.23,95.97,96.48,770
2023.109589,95.29,97.41,94.88,97.27,767
2023.106849,94.63,97.16,94.12,95.14,766
2023.10411,95.22,96.14,93.53,94.44,765
2023.10137,95.48,96.31,93.3,94.41,764
2023.09863,98.03,100.15,94.75,95,763
2023.090411,97.86,100.16,97.3,97.44,760
2023.087671,99.99,101.3,95.94,97.16,759
2023.084932,96.61,101.63,96.58,99.7,758
2023.082192,93.86,97.78,93.21,97.1,757
2023.079452,93.48,94.3,91.51,93.59,756
2023.071233,93.27,94.51,92.54,93.15,753
2023.068493,88.38,93.45,87.87,93.26,752
2023.065753,85.6,88.85,84.8,88.1,751
2023.063014,88.39,88.58,85.32,85.49,750
2023.060274,89.03,89.32,87.6,89.09,749
2023.052055,88.07,89.17,87.33,88.96,746
2023.049315,87.41,89.14,86.85,87.7,745
2023.046575,83,87.16,82.23,86.99,744
2023.043836,81.74,83.82,80.91,83.31,743
2023.041096,83.16,83.32,81.16,81.33,742
2023.032877,84.11,84.21,82.04,83.72,739
2023.030137,83.18,84.8,83.18,84.14,738
2023.027397,84.8,85.47,82.49,82.94,737
2023.024658,85.18,86.19,84.1,84.52,736
2023.021918,81.17,85.79,80.98,85.49,735
2023.013699,82.08,83.42,81.24,81.5,732
2023.010959,81.78,83.36,80.96,82.63,731
2023.008219,87.68,87.68,81.16,81.63,730
2023.005479,89.2,90,85.96,87.56,729
2023.00274,87.36,89.94,87.36,89.94,728
2022.994521,89.32,89.33,85.29,88,725
2022.991781,90.22,90.69,88.29,88.41,724
2022.989041,92.42,92.84,90.07,90.12,723
2022.986301,93.05,94.81,92.55,92.61,722
2022.975342,93.41,94.78,92.77,93.51,718
2022.972603,91.58,94.73,91.58,93.42,717
2022.969863,91.4,92.8,91.18,92,716
2022.967123,90.65,94.98,90,94.23,715
2022.964384,84.62,85.83,83.04,84.11,714
2022.956164,85.24,86.33,83.07,83.82,711
2022.953425,86.17,87.75,85,85.5,710
2022.950685,88.44,89.43,84.76,86.61,709
2022.947945,90.15,90.15,87.16,88.64,708
2022.945205,87.5,90.42,87.36,90.17,707
2022.936986,88.65,89.19,86.7,87.84,704
2022.934247,88.15,89.54,87.6,88.67,703
2022.931507,88.25,88.67,86.1,88.07,702
2022.928767,87.13,89.49,86,87.69,701
2022.926027,87.92,88.34,85.39,87.31,700
2022.917808,85,87.98,84.45,87.67,697
2022.915068,84.86,88.75,83.87,85.22,696
2022.912329,81.12,85.25,80.81,84.69,695
2022.909589,78.86,81.5,78.05,81.25,694
2022.906849,78.77,79.04,76.87,78.81,693
2022.89863,78.71,79.78,78.1,78.86,690
2022.89589,76.05,78.75,75.63,78.27,689
2022.893151,74.09,76.88,73.6,75.87,688
2022.890411,74.7,74.7,73.3,73.89,687
2022.887671,72.54,75.2,71.68,74.61,686
2022.879452,72.38,73.99,71.95,72.47,683
2022.876712,73.55,74.71,71.89,72.4,682
2022.873973,77,77.41,73.08,73.41,681
2022.871233,75.03,77.25,74,76.65,680
2022.868493,75.69,76,74.59,75.23,679
2022.860274,73.33,76.54,73.05,75.84,676
2022.857534,72.5,74.29,70.5,73.05,675
2022.854795,76.06,76.94,72.55,72.76,674
2022.852055,77.75,77.79,75.55,76.06,673
2022.849315,76.36,78.2,75.54,77.49,672
2022.841096,76.5,79.5,76.17,76.36,669
2022.838356,76.63,78.2,75.36,76.28,668
2022.835616,77.16,78.57,76.08,76.7,667
2022.832877,79.78,80.69,75.69,76.72,666
2022.830137,81.77,82,78.15,79.97,665
2022.821918,80.27,82.58,80.01,81.21,662
2022.819178,75.26,81,74.9,80.21,661
2022.816438,77.25,78.87,74.9,75.79,660
2022.813699,72.41,77.8,71.99,77.11,659
2022.810959,69,72.66,67.64,72.32,658
2022.80274,66.71,69.42,66.66,68.72,655
2022.8,67.23,67.88,66.54,66.87,654
2022.79726,67.25,69.69,66.99,67.29,653
2022.794521,67.29,68.39,66.51,67.77,652
2022.791781,68.01,68.63,66.26,67.51,651
2022.783562,68.72,69,67.12,68.02,648
2022.780822,66.37,69.5,65.75,68.84,647
2022.778082,66.4,68.64,65.01,66.71,646
2022.775342,66.9,67.4,65.65,66.34,645
2022.772603,68.98,69.4,65.71,66.77,644
2022.764384,69.2,70.39,67.63,69.85,641
2022.761644,66.89,69.49,65.5,68.96,640
2022.758904,67.72,71.36,66.54,67.07,639
2022.756164,66.62,68.35,65.4,66.92,638
2022.753425,66.55,66.73,64.25,65.94,637
2022.745205,64.86,68.66,64.86,66.73,634
2022.742466,65.53,66.86,64.14,65.73,633
2022.739726,67.8,68.27,64.37,65.15,632
2022.736986,70.33,71.1,67.37,67.96,631
2022.734247,65.15,71.95,64.1,70.33,630
2022.726027,70.01,70.3,65.35,65.77,627
2022.723288,69.9,71.12,69.01,70.44,626
2022.720548,71.79,71.79,69.1,69.79,625
2022.717808,70.55,73,70.26,71.14,624
2022.715068,73.32,73.8,70.15,71.1,623
2022.706849,71.85,73.93,71.11,73.27,620
2022.70411,72.38,72.55,70,71.85,619
2022.70137,70.49,73.8,68.41,72.54,618
2022.69863,71.99,72.44,68.01,69.75,617
2022.69589,65.99,72.62,65.73,71.82,616
2022.687671,67.05,67.95,65.55,66.08,613
2022.684932,69.31,69.31,66,67.24,612
2022.682192,69.51,71.11,68,69.03,611
2022.679452,74,74.71,69.2,69.88,610
2022.676712,77.49,77.49,73.7,74.45,609
2022.668493,80.75,81.22,77.45,77.89,606
2022.665753,80.41,81.35,77.45,80.79,605
2022.663014,81.06,81.61,79,80.03,604
2022.660274,86.28,86.89,79.92,80.81,603
2022.657534,90.5,90.5,85.69,86.66,602
2022.649315,89.04,90.49,88.06,90.31,599
2022.646575,89.2,90.66,87.2,89.31,598
2022.643836,90,91.39,88.37,89.24,597
2022.641096,92.51,94.19,88.85,89.29,596
2022.638356,98.5,98.69,90.85,92.17,595
2022.630137,96.3,99.22,95.6,98.01,592
2022.627397,96.25,97.49,92.7,96.04,591
2022.624658,92.35,96.44,92.23,95.8,590
2022.621918,90.07,92.66,90.07,92.08,589
2022.619178,89.35,90.87,88.5,90.78,588
2022.610959,86.9,89.25,86.82,88.87,585
2022.608219,85.98,88.03,85.35,87.55,584
2022.605479,85.5,86.3,84.25,85.92,583
2022.60274,84.18,86.08,83.95,85.93,582
2022.6,85,85.5,83.65,83.81,581
2022.591781,84.31,85.45,83.5,84.76,578
2022.589041,83.6,84.85,83.28,84.19,577
2022.586301,81.83,84.1,81.65,83.99,576
2022.583562,80.15,82.25,79.64,81.95,575
2022.580822,78.5,80.87,78.1,80.58,574
2022.572603,78.96,79.5,77.54,78.55,571
2022.569863,76.25,80.12,76.07,78.96,570
2022.567123,76.61,77.79,75.78,76.14,569
2022.564384,76.69,77.5,75.85,76.68,568
2022.561644,76.12,78.42,75.49,76.37,567
2022.553425,78.2,79.8,76,76.3,564
2022.550685,79.2,79.8,77.65,78.11,563
2022.547945,83.6,83.64,78.7,78.84,562
2022.545205,85.2,85.2,82.8,83.65,561
2022.542466,85.5,85.5,83.7,84.94,560
2022.534247,83.53,85.74,83.51,85.38,557
2022.531507,84.1,84.79,83.26,83.97,556
2022.528767,86.01,86.57,83.56,83.86,555
2022.526027,84.6,86.06,83.33,85.65,554
2022.523288,82.77,84.62,82.7,84.36,553
2022.515068,84.92,85,82.6,82.79,550
2022.512329,83.5,85.46,82.76,84.92,549
2022.509589,82.98,84.64,82.7,83.22,548
2022.506849,84.99,84.99,82.52,83.19,547
2022.50411,85.58,87.17,83.5,84.55,546
2022.49589,89.32,90.35,85.01,85.58,543
2022.493151,88.1,90.33,87.3,90.16,542
2022.490411,87.42,90.13,87.11,88.35,541
2022.487671,84.32,88.06,83.75,87.4,540
2022.484932,84,85.74,83,85.05,539
2022.476712,84.28,84.5,83.01,83.43,536
2022.473973,81.75,84.25,81.55,84.13,535
2022.471233,84.5,84.83,81.2,81.88,534
